case,method,min_interval,max_interval,nominal_min_rate,nominal_max_rate,n_total,n_sampled,sample_ratio,max_gap,mean_gap,p95_gap,nrmse_mean,correlation,peak_recall_top1,peak_recall_top2,peak_recall_top5,peak_recall_top10,peak_recall_top20
redis_tx_bytes,fixed_fast_boundary,13,20,0.05,0.07692307692307693,1604068,123390,0.07692317283307191,13,13.0,13.0,0.017416573891745,0.24963857816209292,0.07711970074812968,0.07633801938842305,0.07712928444073164,0.07668665760632395,0.07681110179450334
redis_tx_bytes,omniflow,12,20,0.05,0.08333333333333333,1604068,128006,0.07980085632279928,20,12.531260497636811,15.0,0.01724152416785644,0.25420983587578966,0.07886533665835412,0.08073314422867117,0.08156802114634117,0.08211662905377605,0.08286447244968252
redis_tx_bytes,huang_wavelet_rate_inspired,12,20,0.05,0.08333333333333333,1604068,150381,0.0937497662193872,18,10.666757547546217,13.0,0.01692266264385884,0.26807367592719755,0.09413965087281795,0.09313924129547084,0.09125593805717991,0.09173596997618542,0.09324123398989442
redis_tx_bytes,magalhaes_truncated_exponential_inspired,12,20,0.05,0.08333333333333333,1604068,96401,0.06009782627669151,20,16.639502074688796,20.0,0.01672745390084297,0.23546569136468604,0.05392768079800499,0.05224276051245286,0.05806515965736943,0.06058376868695685,0.06256292606596366
redis_tx_bytes,fixed_slow_boundary,12,20,0.05,0.08333333333333333,1604068,80204,0.050000374048980466,20,20.0,20.0,0.017215008193132833,0.20681501993993373,0.047506234413965086,0.04900096630404289,0.04981110432278094,0.04988591449197661,0.05007278383357283
redis_tx_bytes,fixed_fast_boundary,12,20,0.05,0.08333333333333333,1604068,133673,0.08333374894331164,12,12.0,12.0,0.017450252143025174,0.2514348965502257,0.08360349127182044,0.08391259624076557,0.0844482126603743,0.08363776916075459,0.08334450287238983
redis_tx_bytes,omniflow,11,20,0.05,0.09090909090909091,1604068,138150,0.08612477775256411,20,11.611086580431273,14.0,0.017157940388405842,0.25964589808679817,0.08840399002493765,0.08777781241233129,0.09055770981135369,0.09014001970001122,0.0901397387262985
redis_tx_bytes,huang_wavelet_rate_inspired,11,20,0.05,0.09090909090909091,1604068,150382,0.09375038963435466,13,10.666686615995372,13.0,0.01692266264385884,0.26807367592719755,0.09413965087281795,0.09313924129547084,0.09125593805717991,0.09173596997618542,0.09324123398989442
redis_tx_bytes,magalhaes_truncated_exponential_inspired,11,20,0.05,0.09090909090909091,1604068,99094,0.061776682784021625,20,16.18730889164724,20.0,0.016503938563304073,0.25255612947547895,0.05405236907730673,0.055546896917178394,0.06266598506290288,0.06542772714237623,0.06730088867969815
redis_tx_bytes,fixed_slow_boundary,11,20,0.05,0.09090909090909091,1604068,80204,0.050000374048980466,20,20.0,20.0,0.017215008193132833,0.20681501993993373,0.047506234413965086,0.04900096630404289,0.04981110432278094,0.04988591449197661,0.05007278383357283
redis_tx_bytes,fixed_fast_boundary,11,20,0.05,0.09090909090909091,1604068,145825,0.09090948762770655,11,11.0,11.0,0.017582770578313246,0.2611338534632891,0.09407730673316708,0.09179888407468595,0.09268979963343017,0.09153024201089735,0.09073510113368224
redis_tx_bytes,omniflow,10,20,0.05,0.1,1604068,149954,0.09348356802828808,20,10.697111761685328,13.0,0.016560582809603833,0.26799836596554943,0.09389027431421447,0.09681743087808983,0.09726568831589841,0.09829432814233882,0.0982129776536487
redis_tx_bytes,huang_wavelet_rate_inspired,10,20,0.05,0.1,1604068,175445,0.10937503896343546,12,9.142900298670801,11.0,0.01680089702109105,0.2746138043316312,0.11047381546134663,0.10916118574857392,0.1083749984414548,0.108705410022069,0.10910405750390414
redis_tx_bytes,magalhaes_truncated_exponential_inspired,10,20,0.05,0.1,1604068,101334,0.06317313231109903,20,15.829591544709029,20.0,0.016396999141063535,0.2596080142847158,0.05567331670822943,0.05673139864717434,0.06587035397678391,0.06785282346046906,0.06961687961522756
redis_tx_bytes,fixed_slow_boundary,10,20,0.05,0.1,1604068,80204,0.050000374048980466,20,20.0,20.0,0.017215008193132833,0.20681501993993373,0.047506234413965086,0.04900096630404289,0.04981110432278094,0.04988591449197661,0.05007278383357283
redis_tx_bytes,fixed_fast_boundary,10,20,0.05,0.1,1604068,160407,0.10000012468299349,10,10.0,10.0,0.016558980679579994,0.2735420502495007,0.09800498753117207,0.09896823665097722,0.09999625949154022,0.0997406580801217,0.1003637633138308
